data,label
瑞士特联投资集团投资二千万美元与宝日希勒煤矿联合建立六十万千瓦的电站,1
美国环球集团有限公司与满洲里国际贸易公司联合改组了满洲里服装厂,1
据不完全统计,0
一九九四年以来,0
呼盟新建三资企业四十二家,1
累计引进国外资金四千多万美元、国内资金六千多万元,1
引进国内外先进技术三十多项,1
与东北、华东、华南、北京等地结成合作对子一百多个,1
据了解,0
去年呼盟易货贸易完成三点五亿美元,1
比上年现汇贸易成倍增长,1
出口创汇一千零三十七万美元,1
是上年的四倍多,1
经济技术合作完成二千八百三十万美元,1
是上年的一点五倍,1
据海关总署提供的统计数据,0
今年一至二月份中国对外贸易进出口继续保持增长势头,1
进出口总值达三百六十一亿美元,1
比去年同期增长百分之十三点九,1
其中出口为一百七十八点三亿美元,1
比去年同期下降百分之一点三；进口一百八十二点七亿美元,1
增长百分之三十四点一,1
今年一至二月份,0
中国一般贸易出口明显下降,1
加工贸易继续稳定增长,1
加工贸易进出口总额达一百八十四点九亿美元,1
比去年同期增长百分之二十三点六,1
占全部进出口总额的百分之五十一点二,1
经济特区进出口总值为四十二点九亿美元,1
增长百分之三点四,1
保税区进出口总值为四点九亿美元,1
增长一点三倍,1
中国机电产品进出口贸易继续增加,1
占总进出口的比重继续上升,1
其中,0
出口五十七点九亿美元,1
占总出口的百分之三十二点五；进口八十五点二亿美元,1
占总进口的百分之四十六点四,1
均比去年同期有所上升,1
中国主要轻纺、农副产品出口则比去年同期下降,1
除个别产品如钢材、食糖、汽车等以外,0
其它主要进口产品则全面增长,1
其中,0
初级形状塑料进口一百一十万吨,1
增长百分之四十七点七,1
价值九点五亿美元,1
成为今年以来中国最大的单项进口商品,1
外商投资企业一至二月份进出口总值为一百六十五点九亿美元,1
占全国进出口总值的比重由去年同期的百分之三十七上升到百分之四十五点九,1
记者从日前在此间召开的大连市对外开放工作会议上获悉,0
一九九五年,0
大连市“三资”企业出口额达十四点四亿美元,1
占这个市出口额的一半还多,1
大连是中国常驻外商最集中的城市之一,1
目前已有外商投资企业五千二百二十六家,1
合同金额一百五十八点一亿美元,1
协议外资金额八十二点七亿美元,1
实际利用外资三十一点六亿美元,1
据介绍,0
大连市去年外贸出口在种种不利条件下仍保持了持续增长的势头,1
全年出口额达二十五点二四亿美元,1
比前年增长了两成半以上,1
高于大连市国内生产总值增长幅度,1
也高于全国外贸出口的平均增长水平,0
在中国各城市出口排名中列第七位,1
这其中,0
三资企业出口的稳步增长起到了主力军的作用,1
去年,0
三资企业出口比前年同期增长了百分之十五点七,1
达十四点四亿美元,1
佳能大连办公室设备有限公司、万宝至马达大连有限公司出口额均超过一亿美元,1
东芝大连有限公司、大连斯大精密有限公司和欧姆龙大连有限公司出口额也达到六千万美元以上,1
这些三资企业以其出口商品技术密集、质量先进提高了大连出口商品的档次,1
使大连市出口商品结构向精加工制成品方向优化,1
目前,0
大连市出口商品结构中,0
初级产品只占据不到三成,1
而工业制成品比重达七成以上,1
其中,0
机电产品大幅增长,1
占出口总额的四成多,1
统计资料表明,0
大连对韩出口已达一亿多美元,1
越来越多的韩国企业正在看好大连,1
韩国对大连投资已连续三年保持持续增长,1
去年,0
大连批准的韩国投资企业达一百六十六家,1
协议外资金额达三点二亿美元,1
分别比前年增长了三成多和一倍半,1
自１９８８年以来,0
缅甸已同中国、印度和孟加拉国签订了边境贸易协定,1
据缅甸官员透露,0
１９９５年,0
缅泰两国贸易总额超过３亿美元,1
班汉是自１９８０年下半年以来首位访问缅甸的泰国总理,1
据认为,0
此次访问的目的是为了改善和发展两国关系,1
加强双边经贸合作,1
扩大泰国在缅甸的投资,1
美国通用电气与中国医疗器械工业公司西南医用设备厂近日签定合同,1
共同投资六百万美元,1
在成都成立合资企业,1
据悉,0
这是通用公司在华投资成立的第十四家合资企业,1
目前,0
通用在华投资总额已达一亿五千万美元,1
这家名叫成都通用医疗设备（西南）有限公司的新企业将主要从事开发、生产、制造、组装销售医用诊断用Ｘ光设备,1
以及进出口贸易、咨询和技术合作等,1
除建立合资企业外,0
通用还通过飞机和集装箱租赁向中国投入十亿多美元,1
通用现在华职工超过八千名,1
另外,0
一九九四年,0
通用在中国购买了四千多万美元的产品,1
并计划在今后两年增加对中国产品的购买量,1
中国工业大省辽宁今年年初进出口贸易全面增长,1
今年前两个月,0
进出口贸易总额达十二点四亿美元,1
比去年同期增长百分之六,1
据统计,0
今年一至二月份,0
辽宁出口总额完成十亿美元,1
比去年同期增长百分之四点七,1
其中,0
以工业制成品为主的地方产品出口额为七点八亿美元,1
辽宁省的三资企业外贸出口比重开始加大,1
一至二月份,0
全省三资企业出口额达二点六亿美元,1
比去年同期增长一倍,1
占全省外贸出口总额的比重比去年同期提高十二个百分点,1
目前,0
辽宁省拥有省、市、县各类外贸进出口公司一百多家,1
有进出口经营权的大中型生产企业二百多家,1
有经营进出口业务的外商投资企业一千五百多家,1
去年全年共完成进出口总额一百零九点九亿美元,1
据了解,0
新建的五家保险公司,0
三家是全国性的,1
两家是地区性的,1
泰康人寿保险股份有限公司筹备处负责人陈东升称,0
这家公司将按照现代企业制度建立,1
由中国国际旅行社、中国对外贸易运输总公司等发起,0
募集五亿元人民币企业法人股本,1
中国现有保险公司二十六家,1
境外保险公司在中国设立办事机构的有一百多家,1
保险界人士表示,0
随着中国保险市场的逐步对外开放,0
迅速发展民族保险事业十分重要,1
这次批准建立的五家保险公司,1
可以说是由此推出的一大举措,1
今天,0
由中国贸易促进会广东分会与香港中华总商会联合主办的“九六税改及进口原料台帐制执行实务研讨会”在广州举行,1
向港澳及内地客商介绍今年国家将实行的外经贸三大政策调整,1
今年国家实行外经贸三大政策调整包括调低出口退税率、对加工贸易进口料件实行银行保证金台帐制度和取消进口设备免税优惠,1
其中,0
将于今年七月在全国实施的加工贸易保证金台帐制度成为港澳客商的关注焦点,1
据介绍,0
近年来广东省对外经贸迅速发展,1
而包括来料加工、进料加工和外商投资企业从事的加工贸易占了相当大的份额,1
去年广东省整个加工贸易出口值达四百多亿美元,1
约占全省出口总值的百分之八十,1
其中一般贸易的一半、来料加工的百分之百和外商投资企业的百分之八十以上属加工贸易出口,1
目前全省从事加工贸易人数五百多万,1
仅“三来一补”的企业就达三万多家,1
从业人员二百多万,1
近几年台湾厂商也在广东设立七千多家加工企业,1
加工贸易在广东外经贸发展中占有举足轻重的地位,1
同时也是粤港澳台经贸合作的重要内容,1
广东省外经贸委有关负责人指出,0
实行加工贸易台帐制度是为了完善对加工贸易的监管,1
堵塞管理漏洞,1
防止国家税收流失,1
促进加工贸易的健康发展,1
实行保证金台帐制度后,0
海关对正常开展加工贸易的企业不再征收与进口料件税款等值的风险保证金,1
只是在银行设立台帐时收取一百元的手续费,1
因而将减轻企业的实际经济负担,1
据悉,0
在加工贸易台帐制度试点城市东莞市,0
去年十一月二十七日到今年三月十五日东莞地区海关共接受企业合同备案八千四百多份,1
比试点前略有上升,1
企业反应良好,1
普遍表示接受,1
“八五”期间（一九九一年至一九九五年），中国的对外开放以前所未有的速度向前推进，国民经济更加广泛地参与国际分工与国际交换，中外经济技术合作与交流已渗入到中国经济生活的各个领域，一个全国范围的“大开放”格局初步形成,1
据外经贸部提供的资料,0
“八五”期间中国的进出口总额累计达一点零一万亿美元,1
比“七五”时期（一九八六年至一九九０年）增长一倍以上,1
在世界贸易中的排位由一九九０年的第十五位上升至第十一位,1
而且,0
出口商品结构继续优化,1
去年工业制成品出口额占全国出口总额的比重达百分之八十五点六,1
比一九九０年提高了十一点一个百分点,1
这充分表明中国工业产品的制造水平比过去有了很大程度的提高,1
初级产品作为主力出口产品的局面有了改观,1
在吸收外商投资方面,0
中国现已成为世界上利用外资最多的发展中国家,1
“八五”期间，中国共批准外商投资项目二十二点九八万个，实际利用外资额为一千一百四十七亿美元，分别比“七五”增长了九点一倍和六点八四倍,1
而且外资更多地流入国家鼓励投资类项目,1
基础产业和基础设施项目已成了外商投资热点,1
与此同时,0
中国从三十多个国家和地区进口技术和成套设备,1
合同总金额比“七五”增长近百分之五十，并向世界五十多个国家和地区出口技术，其合同金额达八十多亿美元，比“七五”增长二点七倍,1
此外,0
对外承包劳务和援外工作也有很大发展,1
据专家预测,0
中国国民生产总值与进出口总额的依存度已接近百分之五十,1
这一指标意味着目前中国的经济生活有近一半与国际市场有关联,1
尤为值得一提的是,0
“八五”期间中国的对外开放已形成了从沿海、沿江向内陆边远地区梯次推进的格局,1
以往经济相对落后的内陆地区如今也掀起了开放的热潮,1
现在,0
全国已有一千一百九十四个县（市）对外开放,1
仅一类对外开放口岸便达二百二十二个,1
同时,0
“八五”时期的对外开放在深度上也创下了历史之最,1
过去中国的对外开放主要是以商品贸易、技术引进及合资合作为主,1
如今已开始向引进服务、引进现代资本运作方式等高层次迈进,1
并开始向海外输出资本,1
甚至开始参与国际金融运作,1
广东“八五”期间（一九九一至一九九五年）电子工业新兴产业发展速度快、效益好,1
一九九五年,0
全省电子工业产值达到五百一十五亿元,1
比一九九０年增长三点八倍,1
年均增长速度为百分之三十六点九,1
电子工业产值居中国第一,1
“八五”期间,0
广东电子工业投资七十亿元进行企业改造和发展,1
目前已有二十个重点项目竣工投产,1
使四大类产品形成了规模经济,1
其中程控交换机、微机已上规模,1
成为电子工业新的支柱产品,1
去年,0
电话机生产一千六百一十一万部,1
程控交换机生产三百三十四万线,1
微机生产十二万台,1
产量分别成倍增长,1
长期发展慢的投资类电子产品发展速度加快,1
一九九五年完成产值一百三十八点七亿元,1
比一九九０年增长十倍,1
发展速度超过了消费类电子产品,1
“八五”期间,0
广东电子工业优化地区布局,1
形成区域集中发展优势,1
珠江三角洲成为电子工业的集中地,1
电子工业产值前七名的市均在三角洲内,1
一九九五年这七个市的电子工业产值四百八十亿元,1
占全省电子工业总产值的百分之九十,1
深圳、惠州成为电子工业的出口基地,1
两市生产的电脑元器件大量销往世界各地,1
广东电子工业实现了“从内销为主转为外销为主”的战略转移,1
产品出口量迅猛增多,1
一九九五年出口电话机七百三十二点五万台,1
彩电三百一十九万台,0
收录放机一千零六十五万台,1
组合音响近三百万台,1
出口量分别占总产量的百分之五十至百分之九十,1
出口交货值连续多年居中国第一,1
按照福建“科教兴省”战略和建设海峡西岸高科技产业带的规划,0
到二０００年该区域高新技术主导产业结构格局将基本形成,1
高新技术产业化的总体水平将跨入全国先进行列,1
高新技术产业将实现产值六百亿元人民币,1
占当地工业总产值的百分之十六,1
出口额占全省出口总额的百分之十以上,1
去年,0
福建省高新技术产业产值达到三百亿元,1
实现销售收入四百九十六亿元,1
专家们表示,0
福建发展高新技术产业,1
不仅能加速本地产业的升级换代和国际化,1
而且最终有可能使这一地区成为海峡两岸科技、经贸合作的最佳地带,1
在国家级福州高科技园区宽阔的大路旁,0
来自台湾省的中华映像公司兴建了一座占地数十亩的厂房,1
准备生产科技含量较高的单色显像管,1
据称,0
这个斥资三十亿元人民币的项目现已进入调试阶段,1
全部建成后年产值可达七十亿元人民币,1
据当地官员介绍,0
除福州科技园区外,0
福建省目前在南部的厦门经济特区也拥有一个国家级高科技园区,1
此外,0
全省还在泉州、莆田、漳州等地设立了五个省级高科技产业开发区,1
去年,0
这些科技园区内被正式认定资格的高新技术企业达一百五十家,1
上述开发区基本位于福建经济最为活跃的东南部地区,1
区内企业把发展重点主要集中在光电子、计算机、新材料、生物工程等具有一定科研实力的领域,1
在过去几年间,0
被研制开发出的科技成果主要有新晶体材料、带画中画功能的数字彩色电视机、不间断电源系列产品、银行ＰＯＳ系统、全国微机控制水泥复合袋制袋机、中压开关等,1
这些产品已被行家们鉴定为具有国际或国内先进水平的高科技产品,1
一些高新技术企业如福建日立有限公司、厦华电子企业有限公司、福建实达电脑股份有限公司和福建计算机外部设备厂已跻身于中国百家高科技企业行列,1
福建省是中国政府决定在九十年代加速发展并争取用二十年时间基本实现现代化的四个地区之一,1
同时也是中国力图通过发展高新技术增强经济发展后劲的重点地区,1
在过去十七年中,0
福建省通过发展外向型经济已使自己成为珠江三角洲和长江三角洲之间的另一个经济繁荣地区,1
此间经济界人士认为,0
这个著名的侨乡由于与港澳台地区长期保持着良好的经贸往来和市场联系,1
借助金融融资、信息传递、产业转换等有利条件,1
福建发展高新技术产业将会有良好的前景,1
中国北方重要经济城市天津与俄罗斯联邦的经贸交往目前正稳步发展,1
并呈现出新的特色,1
记者了解到,0
去年天津对俄罗斯出口贸易额为两千五百万美元,1
进口两千多万美元,1
其中出口额比九四年增长超过百分之八十,1
此外,1
天津已有十多家企业在俄开设了公司或代表处；俄罗斯在天津的投资企业也达二十余家,1
外方投资额约一千万美元,1
双方经贸关系正稳步发展,1
据了解,0
天津与俄罗斯有方便快捷的空、海、陆港相通,1
历来有大量的易货贸易及经贸合作,1
近两年随着俄罗斯联邦国内经济的发展变化,0
双方的普通贸易方式已逐步取代了易货贸易,1
成交额稳步上升,1
目前天津滨海国际机场已成为独联体国家货包机在中国境内起降架次最多、运载输出中国商品量最大的空港,1
仅去年货包机起降就达四千二百四十一架次,1
载货总量达四万二千多吨,1
天津外经贸委官员说,0
天津与俄罗斯地缘接近,1
贸易的互补性很强,1
天津作为中国北方重要的工业城市和有广阔腹地的对外贸易港,1
去年向俄罗斯出口的轻工业品和食品、畜产品占天津对俄出口额的百分之五十；而从俄罗斯进口的钢材和有色金属约占从俄进口总额的百分之六十,1
随着俄罗斯国内对工业品需求向中高档方向发展和国内经济形势的逐步稳定,0
天津市众多的“三资企业”产品正在积极寻求进入俄方市场,1
一些大型专业性外贸公司亦从去年底开始,0
抓紧派遣推销小组、展销团等进入俄罗斯,1
寻求扩大业务,1
澳大利亚外长唐纳日前在悉尼说,0
澳政府将坚持一个中国的政策,1
澳中关系是澳外交政策的一个中心点,1
他说,0
加强双边关系是澳大利亚新政府对亚洲和世界其它地区政策的主要特点之一,1
他特别提到了澳大利亚拟加强与中国、印尼、日本、韩国和印度等亚洲国家的双边关系,1
他说,0
新当选的自由党和国家党联盟政府将鼓励与中国全面发展贸易和投资联系,1
合作领域包括基础行业、加工业和服务业等,1
澳政府将继续促进澳中经济的互补性合作,1
并开辟澳华商界与中国的联系,1
以茂名三十万吨乙烯工程为依托的水东开发区,0
不断加大招商引资的力度,1
正在成为华南地区投资的新热点,1
水东开发区管委会副主任梁小略介绍说,0
自一九九二年三月开发区成立以来,0
已有来自日本、德国、韩国和美国等二十多个国家和地区的外商,0
签约了计划投资总额达四十五亿元人民币的项目,1
在水东开发区内进行乙烯产品后继加工,1
这样,0
包括国内二十多个省市在内,0
目前水东开发区内签订了协议或合同的客商已经达到七百五十多家,1
总投资将突破一百五十亿元,1
实际到位资金已有三十多亿元,1
已上马建设的项目达一百六十多个,1
拥有一个终年不冻的天然深水良港,0
是水东开发区发展乙烯后继加工项目的有利条件,1
几年来,0
开发区在原有的两个三千吨级泊位基础上,0
扩建了数个一万吨级、二万吨级、三万吨级和五万吨级的泊位,1
全国最大的二十五万吨单点系泊原油装卸系统也已投入了使用,1
港口的年吞吐量已近一千五百万吨,1
被国务院批准为中国对外开放的一类口岸,1
此外,0
水东开发区还投入了数亿元进行道路、供水、供电和邮电等基础设施建设,1
目前,0
开发区内的市政道路已经形成“三纵六横”的现代化格局,1
其它设施也日趋完善,1
为大规模开发建设创造了条件,1
据悉,0
茂名三十万吨乙烯工程将于今年下半年正式点火投产,1
一些国际大企业也加快了后继加工项目的筹建工作,1
其中包括日本伊滕忠商事株式会社与韩国乐金集团分别投资三十亿和十五亿元人民币的后加工项目,1
香港德成化工有限公司投资二点五亿元人民币兴建二万吨级聚脂切片工程也已签约立项,1
并进入了全面筹建阶段,1
到去年底,0
水东开发区已经办起了各类企业达二千四百多家,1
工业总产值达八点八四亿元,1
乙烯工程投产后,1
水东开发区可望进入全面产出时期,1
工业总产值将实现较大幅度的增长,1
由中国自主设计建设、达到当今世界先进技术水平的安阳彩色显像管玻壳有限公司二期工程,0
今天建成投产,1
国务院副总理邹家华参加了今天举行的投产剪彩仪式,1
据介绍,0
安玻二期工程的建成投产,0
使安玻公司的彩色玻壳年生产能力由一期的六百万套扩大到一千一百万套,1
成为中国目前生产规模最大的彩色玻壳生产基地,1
投产后,0
它既可生产与彩电配套的彩色显像管玻壳,1
又可生产与计算机显示屏配套的彩色显示管玻壳,1
规格从三十五厘米一直到八十四厘米,1
并为下一步独立开发生产高清晰度玻壳和宽屏幕彩电玻壳打下了基础,1
安玻公司是中国“七五”期间（一九八六至一九九０年）成套引进国外先进技术,1
并由外方实行技术总承包兴建起来的中国彩电国产化重点工程,1
自一九九一年投产以来,0
共完成技术改进和开发项目近千项,1
独立开发了包括大屏幕彩电玻壳在内的二十多个新产品、新品种,1
年产量超过设计能力百分之七十八,1
去年已达七百一十二万套；产品的国内市场占有率和品种覆盖率分别达到百分之七十和百分之九十,1
并返销日本,1
出口韩国和印度等国家,1
投产以来累计实现综合经济效益十点六亿元、出口创汇四千八百五十六万美元,1
相当于收回了一期工程的静态总投资,1
为加速创建和发展中国民族彩玻工业,1
安玻人在二期工程建设中,0
大胆采用了“以我为主、博采众长、别具一格、自成体系”和“自我技术总承包、高起点优化国际国内两种资源”的全新思路,1
得到国务院领导的肯定和国家有关部门的大力支持,1
创造了引起国内外同行业广泛注目的多项奇迹,1
一是从一九九四年十一月十八日破土动工到锥炉点火成功,1
仅用了十三个月,1
工期比安玻一期缩短了十八个月,1
比世界建设最快的同类项目还提前五个月；二是实现了国内外人才、技术、设备、设计和施工等资源的最佳组合,1
无论硬件配置和软件应用都达到了当今国际同行业先进水平；三是与成套引进国外技术和设备相比,1
投资大大节省,1
据测算,0
安玻二期工程实际投资,0
仅为国内目前成套引进国外技术和设备而兴建的同类项目总投资的二分之一,1
美国商会中国分会近日派出一个２５人组成的代表团,1
在华盛顿向国会和白宫展开为期一周的游说活动,0
要求继续延长给中国的贸易最惠国待遇,1
参加这次游说活动的美商代表来自美国在华的许多知名大企业,1
如道·琼斯、ＡＴ＆Ｔ、ＩＢＭ、波音、麦道、通用电气、西屋电气、福特以及仙妮雷德集团等,1
他们分为５个小组,1
共约见了约１５０位议员或议员助手以及政府官员,1
用他们在中国投资办企业的经验,1
阐述延长给中国贸易最惠国待遇的必要性,1
随着美国政府和国会一年一度对中国贸易最惠国待遇问题的审议又将临近,0
在华美资企业普遍担心今年大选年的美国党派之争可能使这个问题更加复杂,1
于是组团对他们进行有组织、有计划的游说活动,1
代表美国商会广州分会和仙妮雷德集团参加游说团的华裔商人王震对记者说,0
作为这次游说的后续行动,0
他准备发动公司下属的数万名经销商给当地国会议员写信,1
支持延长中国的贸易最惠国待遇,1
美国商会广东分会会长康永华律师说,0
克林顿政府已经表示要延长中国的贸易最惠国待遇,1
因此,0
这次游说的重点是那些较保守的议员,1
“五年前,0
中国的数字电话程控交换机市场为多种品牌的外国产品垄断,1
我们还担心中国能不能研制成功数字程控交换机,1
如今国产的高性能电话程控交换机已占国内市场份额的百分之三十六”,1
“中国国家气象局购买美国克雷公司的大型计算机,1
克雷公司只卖给我们两台处理器,1
如今,0
我们自己开发的‘曙光１０００’计算机每秒最大计算速度已达二十五亿次,1
超过克雷公司卖给我们的计算机速度,1
这是国务委员兼国家科委主任宋健今天在“八六三计划”工作会议上讲的一段话。“八六三计划”是中国高技术研究计划,1
启动于一九八六年,1
西方发达国家一直禁止向中国出口重要的高技术产品,1
如高性能的大型数字电话程控交换机和巨型电子计算机,1
宋健说：“如今,0
中国已能生产上万门数字电话程控交换机,1
而且这种交换机的总设计师只有二十八岁,1
武汉大学毕业的,1
宋健今天向出席会议的数百名高技术专家代表和科技官员说：“我们在高技术发展及其产业化所取得的一系列成就,1
进一步克服了认为高技术高不可攀的怯懦思想,1
极大地增强了我们全民族实现社会主义现代化的勇气和信心”,1
总投资一百亿元人民币,1
为期十五年的“八六三计划”自一九八六年实施以来,0
在一大批重大关键技术领域获得突破性进展,1
大大缩小了中国高技术与国际先进水平的差距,1
促进了民用工业和国防工业的现代化,1
仅在民用的生物技术、信息技术、自动化技术、能源技术和新材料技术领域,0
已取得一千二百多项研究成果,1
其中达到国际先进水平的有五百六十项,1
此外,0
中国在航天技术和激光技术领域安排了四百多个课题的研究,1
涉及空间科学及应用、大型运载火箭、空间站、天地往返运输系统,1
在一些关键技术领域取得阶段性成果,1
宋健还列举了中国在农业生物技术、生物医药、基因工程、激光、机器人等领域取得的具有国际先进水平的重大成就,1
如中国研制的基因工程乙肝疫苗和用于阻断乙肝进程的ａ干扰素已经上市,1
为中国一点二亿乙肝病毒携带者带来福音,1
晚期乙肝疾病往往会转化为肝癌,1
中国已确定了未来五年高技术研究重点,1
并着手制订下世纪的高科技研究计划,1
宋健最后说,0
“能否把我们自己的高技术及其产业搞上去,1
关系到中国现代化建设事业的成败,1
关系到中华民族的兴衰,1
大力发展高技术,1
尽快形成我国强大的民族高技术产业,1
是当前中国科技界和经济界面临的迫切任务,1
这个采用差别化氨伦丝生产技术改造的项目,0
总投资七千万元,1
累计年产氨纶丝一千五百吨,1
连云港钟山氨纶丝有限公司是九十年代初引进日本东洋纺织技术和设备的一家苏港合资企业,1
前两期工程建成并投产以来,1
已累计实现利润一点四七亿元,1
跻身于国家二类大型企业行列,1
这次新投产的生产线,0
由该公司自行设计,0
自行开发,0
自行调试,1
设备从安装到投产只用了三个月时间,1
开发了企业自己的专利技术,1
为公司下一步对外输出氨伦丝生产技术奠定了基础,1
地处世界名山庐山脚下的九江民生集团有限公司,0
是跻身中国五百家最大私营企业,1
身兼全国政协委员、江西省政协常委、集团公司总裁等多职的王翔,0
在谈到近几年大量投资国家基础建设取得成效时,0
实实在在地告诉记者：“立足内地,0
为当地经济发展‘修桥铺路’,0
是我明智的选择,1
王翔虽年过半百,1
但其充沛的精力和敏捷的思维,0
给人以一个挑战者的印象,1
民生集团近两年为改善九江基础设施所做的贡献,1
在九江无人不晓,1
九江是江西的北大门,1
是沿长江开放开发的重点城市之一,1
王翔投巨资一点二七亿元人民币参与了九江火车站站场的建设,1
江泽民主席在九江视察时说：“九江地处京九中段，地理位置很好，九江前途无量。”并亲笔为九江站题写了站名,1
九江是连接长江南北的要道,1
但每年的汛期给当地经济建设和老百姓的生活都造成了一定的影响,1
特别是九江市的龙开河下游段处在市区的中轴线位置上,0
其水流穿城区注入长江,1
所以一到汛期,1
上涨的长江水倒灌,1
使龙开河下游段成了历年紧张抗洪的战场,1
为此,0
省政府将“龙开河治理开发工程”纳入了省重点防洪工程,1
王翔得知后立即请专家论证,1
他说,0
这是一项施泽后世的工程,1
也是政府最急切要办的事,1
我有责任尽一份力,1
王翔举全力投资一点二亿元人民币兴建防洪工程,1
在今年的防汛中这项工程显示出了巨大的威力,1
目前,0
王翔又开始了九龙街的建设,1
与此同时,0
为改善九江的投资环境,1
王翔决定投资数亿元在九江市区开发建设与世界名山庐山相呼应的“大千世界游乐园”,1
王翔投资国家基础设施建设,1
利国利民利己,1
当地政府为鼓励投资者,1
已将王翔投资建设的九江火车站站场和填平后的龙开河部分地带交给王翔治理开发,1
有人预言,0
随着九江的进一步开放开发,0
王翔将从政府划给他的土地中获得可观的利润,1
王翔创业的民生集团,0
是江西省最早成立的由台属、侨属等集资兴办的集体企业,1
到今天已经历了十一个春秋,1
下属二十二个子公司,1
不断壮大的企业规模,0
已从流通领域拓展到生产领域、高新技术、房地产、建筑及投资建设大型基础设施等多行业多领域,1
中国最大城市上海决心抓住本世纪最后三年的发展时机,1
到二０００年实现人均国内生产总值五千美元,1
经过近几年来的快速增长,0
上海人均国内生产总值今年将突破三千美元,1
而在一九九二年,0
这项数字仅为一千五百美元,1
据上海市计委专家分析测算,0
要在二０００年实现人均国内生产总值五千美元的目标,1
今后三年上海国内生产总值平均年增幅要达到百分之十至百分之十一,1
上海统计局公布的数字显示,0
一九九二年至一九九六年上海国内生产总值年均增长百分之十四点二,1
今年的增长速度也将达到百分之十三以上,1
上海市政府发展研究中心主任王战认为,0
今后三年世界经济发展的趋势和国家宏观调控的政策取向,0
总体上将有利于上海经济的发展,1
而近六年来上海经济的快速增长又为后三年的发展奠定了良好基础,1
上海金融、商业、贸易、航运等行业的专家认为,0
今后三年里,0
第三产业将对上海国内生产总值作出更大的贡献,1
在资本市场、保险业、连锁商业、批发销售、集装箱运输、房地产、信息服务等经济增长点的带动下,0
第三产业增加值预计年均增长百分之十一至十二,1
第三产业占国内生产总值的比重也将由一九九六年的百分之四十三,0
上升到二０００年的百分之四十八,1
上海市经委的研究人员在提交的报告中指出,0
经过大量投入和积极培育,0
汽车、电子通信设备等六大支柱产业在未来三年内仍将保持良好增长势头,1
占全市工业的比重将上升到百分之五十五左右,1
并推动上海第二产业增加值年均增长百分之九至百分之十,1
与此同时,0
风头正健的“三资”企业、民营和私营经济也会保持快速增长,1
经专家测算,0
今后三年上海固定资产投资总额预计为六千亿元至七千亿元,1
社会消费品零售总额预计年均增长百分之十三至十四,1
外贸出口预计年均增长百分之十至十二,1
这些规模与国内生产总值年均增长百分之十至十一是相适应的,1
上海市长徐匡迪强调,0
本世纪末上海实现人均国内生产总值五千美元是有基础的,0
有可能的,1
但上海也面临着市场竞争加剧的压力,1
以及经济生活中一些突出矛盾的困扰,1
他说,0
为迎接挑战,1
实现目标,1
上海将推动新一轮产业结构调整,1
大胆进行国有企业改革,1
积极开拓对外开放新领域,1
使上海经济再上新台阶,1
香港特区行政长官董建华今天对美国传统基金会发表的《一九九八年经济自由指数报告》表示欢迎,1
该报告认为香港继续是全球最自由的经济体系,1
传统基金会和《华尔街日报》的报告确认了香港的经济结构在回归中国后仍维持不变,1
传统基金会表示,0
该指数也有被投资者用作投资指南,1
董建华在评论该指数时表示,0
香港已连续四年成为全球最自由的经济体系,1
他强调,0
香港会致力维持自由贸易,1
并加强香港经济上的竞争力,1
中国内陆大省四川实行一系列鼓励对外开放的新政策,1
今年全省对外开放又迈出新步伐,1
据四川省有关部门介绍,0
今年一至十月,0
全省外贸进出口总值达十九点二七亿美元,1
比去年同期增长百分之九点三,1
其中外贸出口十三亿五千七百多万美元,1
同比增长百分之十五点八,1
在此期间,0
全省新批外商投资项目近二百个,1
比去年同期增长近一倍,1
合同利用外资五点七八亿美元；签订对外工程承包劳务输出合同三点四七亿美元；同时,0
新加坡华侨银行、澳大利亚国卫人寿保险公司等九家外资金融机构相继入川落户,1
四川今年对外开放之所以能迈出新步伐,1
主要经验在于省政府鼓励扩大外贸出口,1
并对引进外资采取了一系列优惠的扶持政策,1
如省里出台并实施的《四川省鼓励外商投资优惠政策》等,1
为外商提供了优惠、宽松的政策环境,1
此外,0
四川省实施的改善外商投资的软硬环境、减轻外商投资企业的不合理负担、简化审批手续等措施也为招商引资发挥了积极的作用,1
目前,0
四川省对外商外资开放的领域不断扩大,1
现已由过去的一般加工业,0
扩大到基础工业、基础设施和一些贸易行业、外商直接投资、国际证券融资等等,1
中国人民对外友好协会办公厅主任毕惠罗说：“友好城市增进了中外各地方之间的了解和友谊，也发展了国家之间的关系，并在工业、农业、经贸、文教等方面进行了多种交流合作。”他认为,0
友好城市现已成为民间外交的主要渠道,1
中国改革开放后,0
中外友好城市数量以每年五十对左右上升,1
其中约百分之八十分布在沿海地带,1
以经济发达的江苏省和山东省为最多,1
但随着中国整体经济的上升,0
中西部地区交通和投资条件的改善,0
近年来中西部省区结对城市明显增多,1
在与中国缔结友好城市中,0
以日本为最多,1
据悉,0
友好城市的缔结促进了中国各地对外经贸的发展,1
据不完全统计,0
近五年,0
各省通过友好城市渠道举办或参加各种贸易展销活动六百多次,1
成交额六十多亿美元,1
引进各种独资、合资项目一千二百多个,1
吸引外资近一百亿美元,1
中国北方最大的沿海城市天津市在吸引外商投资的同时,0
鼓励企业到境外投资建厂,1
目前,0
天津在海外投资的各类企业已逾三百家,1
总投资额超过一亿美元,1
据天津市外经贸委介绍,0
